CASE ID,TICKET TYPE,MEMBERSHIP,PRIORITY,RESOURCE OF STARTING ACTIVITY,NUMBER OF ACTIVE CASES AT START,Decision
"Case 3454","Task","Gold","Normal","Res3",13,"True/Wait"
"Case 3455","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3456","Task","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3457","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3458","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3459","Question","Premium","Normal","Res4",13,"False/No-Wait"
"Case 346","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3460","Question","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3461","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3462","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3463","Question","Gold","High","Res3",13,"False/No-Wait"
"Case 3464","Task","Premium","Urgent","Res8",13,"True/Wait"
"Case 3465","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3466","Incident","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3467","Task","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3468","Question","Gold","Urgent","Res8",13,"False/No-Wait"
"Case 3469","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 347","Task","Premium","High","Res4",13,"False/No-Wait"
"Case 3470","Incident","Premium","High","Res8",13,"False/No-Wait"
"Case 3471","Incident","Premium","High","Res8",13,"False/No-Wait"
"Case 3472","Incident","Premium","Normal","Res4",13,"True/Wait"
"Case 3473","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3474","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3475","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3476","Incident","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3477","Incident","Gold","High","Res3",13,"False/No-Wait"
"Case 3478","Incident","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3479","Task","Premium","Normal","Res3",13,"True/Wait"
"Case 348","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3480","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3481","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3482","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3483","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3484","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3485","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3486","Task","Gold","Normal","Res3",13,"True/Wait"
"Case 3487","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3488","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3489","Question","Premium","High","Res3",13,"True/Wait"
"Case 349","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3490","Task","Premium","Normal","Res3",13,"True/Wait"
"Case 3491","Question","Gold","High","Res3",13,"False/No-Wait"
"Case 3492","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3493","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3494","Task","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3495","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3496","Task","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3497","Incident","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3498","Question","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3499","Question","Gold","High","Res4",13,"False/No-Wait"
"Case 35","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 350","Task","Premium","Normal","Res3",13,"True/Wait"
"Case 3500","Task","Premium","Normal","Res3",13,"True/Wait"
"Case 3501","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3502","Question","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3503","Incident","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3504","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3505","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3506","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3507","Task","Premium","High","Res4",13,"False/No-Wait"
"Case 3508","Task","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3509","Task","Premium","Normal","Res3",13,"True/Wait"
"Case 351","Task","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3510","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3511","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3512","Task","Premium","High","Res4",13,"False/No-Wait"
"Case 3513","Task","Gold","High","Res4",13,"False/No-Wait"
"Case 3514","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3515","Task","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3516","Task","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3517","Task","Gold","Normal","Res4",13,"True/Wait"
"Case 3518","Incident","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3519","Question","Premium","Urgent","Res8",13,"False/No-Wait"
"Case 352","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3520","Question","Gold","High","Res3",13,"False/No-Wait"
"Case 3521","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3522","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3523","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3524","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3525","Question","Premium","Normal","Res4",13,"True/Wait"
"Case 3526","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3527","Task","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3528","Incident","Gold","High","Res4",13,"False/No-Wait"
"Case 3529","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 353","Incident","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3530","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3531","Task","Premium","Normal","Res3",13,"True/Wait"
"Case 3532","Task","Premium","High","Res4",13,"False/No-Wait"
"Case 3533","Question","Premium","High","Res4",13,"False/No-Wait"
"Case 3534","Task","Premium","High","Res8",13,"False/No-Wait"
"Case 3535","Task","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3536","Question","Premium","Urgent","Res3",13,"False/No-Wait"
"Case 3537","Incident","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3538","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3539","Task","Premium","Normal","Res8",13,"False/No-Wait"
"Case 354","Incident","Gold","High","Res4",13,"True/Wait"
"Case 3540","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3541","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3542","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3543","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3544","Incident","Premium","High","Res4",13,"False/No-Wait"
"Case 3545","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3546","Task","Premium","Normal","Res3",13,"True/Wait"
"Case 3547","Question","Gold","High","Res3",13,"False/No-Wait"
"Case 3548","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3549","Question","Premium","Normal","Res8",13,"True/Wait"
"Case 355","Task","Premium","High","Res3",13,"False/No-Wait"
"Case 3550","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3551","Incident","Premium","Normal","Res4",13,"True/Wait"
"Case 3552","Incident","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3553","Task","Premium","Normal","Res3",13,"True/Wait"
"Case 3554","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3555","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3556","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3557","Task","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3558","Question","Premium","High","Res4",13,"False/No-Wait"
"Case 3559","Question","Premium","Urgent","Res3",13,"False/No-Wait"
"Case 356","Question","Premium","Urgent","Res3",13,"False/No-Wait"
"Case 3560","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3561","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3562","Task","Gold","High","Res3",13,"True/Wait"
"Case 3563","Task","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3564","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3565","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3566","Question","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3567","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3568","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3569","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 357","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3570","Question","Gold","High","Res3",13,"False/No-Wait"
"Case 3571","Task","Premium","High","Res4",13,"True/Wait"
"Case 3572","Task","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3573","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3574","Question","Gold","High","Res3",13,"False/No-Wait"
"Case 3575","Question","Gold","High","Res4",13,"False/No-Wait"
"Case 3576","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3577","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3578","Task","Premium","Urgent","Res4",13,"True/Wait"
"Case 3579","Incident","Premium","Normal","Res3",13,"False/No-Wait"
"Case 358","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3580","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3581","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3582","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3583","Incident","Premium","Normal","Res3",13,"True/Wait"
"Case 3584","Question","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3585","Incident","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3586","Task","Gold","Normal","Res4",13,"True/Wait"
"Case 3587","Question","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3588","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3589","Incident","Gold","High","Res8",13,"False/No-Wait"
"Case 359","Task","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3590","Task","Premium","High","Res8",13,"False/No-Wait"
"Case 3591","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3592","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3593","Incident","Premium","Normal","Res3",13,"True/Wait"
"Case 3594","Task","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3595","Task","Premium","High","Res4",13,"True/Wait"
"Case 3596","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3597","Task","Gold","High","Res4",13,"False/No-Wait"
"Case 3598","Question","Premium","High","Res3",13,"False/No-Wait"
"Case 3599","Task","Gold","Normal","Res3",13,"False/No-Wait"
"Case 36","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 360","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3600","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3601","Incident","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3602","Question","Gold","High","Res4",13,"False/No-Wait"
"Case 3603","Task","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3604","Question","Gold","High","Res8",13,"True/Wait"
"Case 3605","Incident","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3606","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3607","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3608","Question","Premium","High","Res4",13,"False/No-Wait"
"Case 3609","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 361","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3610","Question","Gold","Urgent","Res4",13,"False/No-Wait"
"Case 3611","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3612","Question","Gold","High","Res4",13,"False/No-Wait"
"Case 3613","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3614","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3615","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3616","Question","Premium","High","Res4",13,"False/No-Wait"
"Case 3617","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3618","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3619","Task","Premium","High","Res8",13,"False/No-Wait"
"Case 362","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3620","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3621","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3622","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3623","Question","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3624","Question","Gold","High","Res3",13,"False/No-Wait"
"Case 3625","Task","Premium","High","Res8",13,"False/No-Wait"
"Case 3626","Incident","Premium","High","Res8",13,"False/No-Wait"
"Case 3627","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3628","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3629","Incident","Gold","Normal","Res8",13,"False/No-Wait"
"Case 363","Question","Premium","High","Res8",13,"False/No-Wait"
"Case 3630","Task","Premium","Normal","Res3",13,"True/Wait"
"Case 3631","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3632","Task","Premium","High","Res3",13,"False/No-Wait"
"Case 3633","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3634","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3635","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3636","Question","Gold","High","Res4",13,"False/No-Wait"
"Case 3637","Task","Premium","High","Res4",13,"True/Wait"
"Case 3638","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3639","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 364","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3640","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3641","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3642","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3643","Task","Premium","Normal","Res3",13,"True/Wait"
"Case 3644","Question","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3645","Task","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3646","Question","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3647","Question","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3648","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3649","Question","Gold","High","Res3",13,"False/No-Wait"
"Case 365","Question","Gold","High","Res8",13,"True/Wait"
"Case 3650","Task","Premium","High","Res8",13,"True/Wait"
"Case 3651","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3652","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3653","Task","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3654","Task","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3655","Incident","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3656","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3657","Task","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3658","Question","Premium","Normal","Res4",13,"True/Wait"
"Case 3659","Task","Premium","Normal","Res8",13,"False/No-Wait"
"Case 366","Task","Premium","Urgent","Res8",13,"False/No-Wait"
"Case 3660","Question","Gold","High","Res3",13,"False/No-Wait"
"Case 3661","Task","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3662","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3663","Incident","Premium","Normal","Res3",13,"True/Wait"
"Case 3664","Incident","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3665","Task","Gold","Normal","Res8",13,"True/Wait"
"Case 3666","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3667","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3668","Question","Premium","Urgent","Res4",13,"False/No-Wait"
"Case 3669","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 367","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3670","Task","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3671","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3672","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3673","Task","Premium","High","Res4",13,"True/Wait"
"Case 3674","Task","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3675","Task","Premium","High","Res4",13,"False/No-Wait"
"Case 3676","Task","Premium","Urgent","Res8",13,"False/No-Wait"
"Case 3677","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3678","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3679","Task","Gold","Normal","Res3",13,"False/No-Wait"
"Case 368","Task","Premium","Urgent","Res3",13,"True/Wait"
"Case 3680","Task","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3681","Task","Premium","High","Res3",13,"False/No-Wait"
"Case 3682","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 3683","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3684","Question","Gold","High","Res4",13,"False/No-Wait"
"Case 3685","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3686","Question","Gold","High","Res4",13,"False/No-Wait"
"Case 3687","Task","Premium","Normal","Res3",13,"True/Wait"
"Case 3688","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3689","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 369","Question","Gold","Normal","Res4",13,"False/No-Wait"
"Case 3690","Task","Gold","High","Res4",13,"False/No-Wait"
"Case 3691","Task","Premium","High","Res3",13,"True/Wait"
"Case 3692","Task","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3693","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3694","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3695","Incident","Premium","High","Res3",13,"False/No-Wait"
"Case 3696","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3697","Task","Premium","Normal","Res4",13,"True/Wait"
"Case 3698","Task","Premium","Normal","Res3",13,"True/Wait"
"Case 3699","Incident","Premium","Normal","Res3",13,"False/No-Wait"
"Case 37","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 370","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3700","Question","Premium","High","Res4",13,"False/No-Wait"
"Case 3701","Question","Gold","Urgent","Res8",13,"False/No-Wait"
"Case 3702","Question","Premium","Normal","Res8",13,"False/No-Wait"
"Case 3703","Incident","Premium","Normal","Res3",13,"False/No-Wait"
"Case 3704","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3705","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3706","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3707","Incident","Gold","High","Res4",13,"False/No-Wait"
"Case 3708","Task","Premium","Normal","Res8",13,"True/Wait"
"Case 3709","Question","Gold","Normal","Res8",13,"False/No-Wait"
"Case 371","Question","Gold","High","Res8",13,"False/No-Wait"
"Case 3710","Task","Premium","Normal","Res4",13,"False/No-Wait"
"Case 3711","Question","Gold","Urgent","Res8",13,"False/No-Wait"
"Case 3712","Question","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3713","Incident","Gold","Normal","Res3",13,"False/No-Wait"
"Case 3714","Task","Gold","High","Res8",13,"False/No-Wait"
"Case 3715","Question","Gold","High","Res3",13,"False/No-Wait"
"Case 3716","Question","Gold","Normal","Res4",13,"False/No-Wait"
