CASE ID,TICKET TYPE,MEMBERSHIP,PRIORITY,Performance class
"Case 3692","Task","Premium","Normal","Medium"
"Case 3693","Question","Gold","High","Medium"
"Case 3694","Question","Gold","Normal","Medium"
"Case 3695","Incident","Premium","High","Medium"
"Case 3696","Task","Premium","Normal","Long"
"Case 3697","Task","Premium","Normal","Medium"
"Case 3698","Task","Premium","Normal","Long"
"Case 3699","Incident","Premium","Normal","Short"
"Case 37","Task","Premium","Normal","Long"
"Case 370","Task","Premium","Normal","Short"
"Case 3700","Question","Premium","High","Medium"
"Case 3701","Question","Gold","Urgent","Medium"
"Case 3702","Question","Premium","Normal","Medium"
"Case 3703","Incident","Premium","Normal","Medium"
"Case 3704","Question","Gold","Normal","Long"
"Case 3705","Task","Premium","Normal","Medium"
"Case 3706","Question","Gold","High","Short"
"Case 3707","Incident","Gold","High","Long"
"Case 3708","Task","Premium","Normal","Long"
"Case 3709","Question","Gold","Normal","Short"
"Case 371","Question","Gold","High","Long"
"Case 3710","Task","Premium","Normal","Medium"
"Case 3711","Question","Gold","Urgent","Long"
"Case 3712","Question","Gold","Normal","Long"
"Case 3713","Incident","Gold","Normal","Short"
"Case 3714","Task","Gold","High","Medium"
"Case 3715","Question","Gold","High","Medium"
"Case 3716","Question","Gold","Normal","Short"
"Case 3717","Task","Gold","High","Long"
"Case 3718","Task","Premium","High","Long"
"Case 3719","Question","Gold","High","Short"
"Case 372","Question","Gold","Normal","Short"
"Case 3720","Task","Gold","Normal","Long"
"Case 3721","Task","Premium","Normal","Short"
"Case 3722","Task","Premium","High","Medium"
"Case 3723","Incident","Gold","High","Long"
"Case 3724","Question","Gold","High","Short"
"Case 3725","Question","Gold","Normal","Short"
"Case 3726","Task","Premium","High","Medium"
"Case 3727","Incident","Premium","High","Long"
"Case 3728","Question","Gold","High","Short"
"Case 3729","Question","Gold","High","Long"
"Case 373","Incident","Gold","High","Short"
"Case 3730","Incident","Premium","Normal","Medium"
"Case 3731","Question","Gold","High","Short"
"Case 3732","Incident","Premium","Normal","Long"
"Case 3733","Incident","Gold","Normal","Short"
"Case 3734","Question","Premium","Urgent","Medium"
"Case 3735","Question","Premium","Urgent","Long"
"Case 3736","Question","Gold","Normal","Long"
"Case 3737","Task","Premium","High","Short"
"Case 3738","Question","Gold","Normal","Short"
"Case 3739","Question","Gold","Normal","Long"
"Case 374","Task","Premium","Normal","Long"
"Case 3740","Task","Gold","High","Short"
"Case 3741","Question","Premium","High","Long"
"Case 3742","Task","Premium","Normal","Long"
"Case 3743","Question","Gold","High","Short"
"Case 3744","Task","Premium","High","Long"
"Case 3745","Task","Premium","Normal","Medium"
"Case 3746","Task","Premium","Normal","Long"
"Case 3747","Incident","Gold","Normal","Short"
"Case 3748","Incident","Premium","Normal","Medium"
"Case 3749","Task","Premium","Urgent","Medium"
"Case 375","Question","Gold","Normal","Medium"
"Case 3750","Question","Gold","Normal","Short"
"Case 3751","Question","Gold","High","Medium"
"Case 3752","Question","Gold","Normal","Short"
"Case 3753","Question","Gold","Normal","Medium"
"Case 3754","Question","Gold","High","Medium"
"Case 3755","Question","Gold","High","Short"
"Case 3756","Question","Premium","High","Short"
"Case 3757","Incident","Gold","Normal","Short"
"Case 3758","Incident","Gold","Normal","Long"
"Case 3759","Question","Gold","Urgent","Short"
"Case 376","Task","Premium","High","Short"
"Case 3760","Question","Gold","Normal","Short"
"Case 3761","Question","Gold","Normal","Long"
"Case 3762","Incident","Gold","Normal","Medium"
"Case 3763","Incident","Premium","Normal","Medium"
"Case 3764","Incident","Gold","Normal","Long"
"Case 3765","Question","Gold","Normal","Short"
"Case 3766","Question","Premium","Normal","Short"
"Case 3767","Incident","Gold","Normal","Medium"
"Case 3768","Question","Premium","Normal","Medium"
"Case 3769","Incident","Premium","High","Medium"
"Case 377","Task","Premium","Normal","Medium"
"Case 3770","Task","Premium","Normal","Short"
"Case 3771","Question","Premium","High","Short"
"Case 3772","Task","Premium","High","Medium"
"Case 3773","Question","Gold","Normal","Short"
"Case 3774","Incident","Premium","High","Medium"
"Case 3775","Task","Premium","Normal","Long"
"Case 3776","Task","Premium","Normal","Long"
"Case 3777","Task","Premium","Normal","Long"
"Case 3778","Task","Premium","Normal","Long"
"Case 3779","Task","Premium","High","Long"
"Case 378","Task","Premium","Normal","Long"
"Case 3780","Question","Premium","Normal","Medium"
"Case 3781","Question","Gold","Normal","Medium"
"Case 3782","Question","Gold","High","Long"
"Case 3783","Question","Gold","Normal","Medium"
"Case 3784","Task","Gold","Normal","Long"
"Case 3785","Question","Premium","High","Short"
"Case 3786","Incident","Gold","Normal","Medium"
"Case 3787","Question","Gold","High","Short"
"Case 3788","Question","Gold","Urgent","Long"
"Case 3789","Task","Premium","Normal","Short"
"Case 379","Task","Premium","High","Long"
"Case 3790","Task","Premium","Normal","Long"
"Case 3791","Question","Gold","Normal","Long"
"Case 3792","Question","Gold","Normal","Medium"
"Case 3793","Incident","Premium","Normal","Medium"
"Case 3794","Task","Premium","Normal","Medium"
"Case 3795","Question","Gold","Urgent","Short"
"Case 3796","Task","Premium","Normal","Medium"
"Case 3797","Task","Premium","Normal","Long"
"Case 3798","Task","Premium","Normal","Medium"
"Case 3799","Question","Gold","Normal","Short"
"Case 38","Question","Gold","Normal","Short"
"Case 380","Task","Premium","High","Medium"
"Case 3800","Incident","Gold","Normal","Medium"
"Case 3801","Question","Gold","High","Medium"
"Case 3802","Task","Gold","Normal","Medium"
"Case 3803","Question","Premium","Normal","Short"
"Case 3804","Task","Premium","High","Long"
"Case 3805","Question","Premium","High","Medium"
"Case 3806","Task","Premium","Normal","Medium"
"Case 3807","Task","Premium","Normal","Medium"
"Case 3808","Question","Gold","Normal","Short"
"Case 3809","Question","Gold","Urgent","Medium"
"Case 381","Task","Premium","Normal","Medium"
"Case 3810","Question","Gold","High","Medium"
"Case 3811","Question","Gold","High","Medium"
"Case 3812","Task","Premium","Normal","Medium"
"Case 3813","Question","Premium","Normal","Short"
"Case 3814","Task","Premium","High","Medium"
"Case 3815","Question","Premium","Normal","Short"
"Case 3816","Task","Premium","High","Medium"
"Case 3817","Task","Premium","Normal","Medium"
"Case 3818","Question","Premium","Normal","Short"
"Case 3819","Task","Premium","Normal","Long"
"Case 382","Incident","Premium","Normal","Medium"
"Case 3820","Question","Gold","Normal","Short"
"Case 3821","Task","Premium","High","Medium"
"Case 3822","Incident","Premium","Normal","Short"
"Case 3823","Task","Premium","High","Medium"
"Case 3824","Incident","Premium","Normal","Long"
"Case 3825","Question","Premium","Urgent","Medium"
"Case 3826","Question","Gold","Urgent","Medium"
"Case 3827","Question","Gold","Normal","Short"
"Case 3828","Task","Gold","High","Medium"
"Case 3829","Task","Gold","Normal","Medium"
"Case 383","Task","Premium","Normal","Long"
"Case 3830","Task","Premium","Normal","Short"
"Case 3831","Question","Gold","High","Medium"
"Case 3832","Task","Premium","Normal","Medium"
"Case 3833","Question","Gold","High","Short"
"Case 3834","Task","Premium","Normal","Long"
"Case 3835","Task","Premium","Normal","Medium"
"Case 3836","Question","Gold","Normal","Short"
"Case 3837","Task","Premium","High","Long"
"Case 3838","Question","Gold","High","Short"
"Case 3839","Task","Premium","Normal","Long"
"Case 384","Task","Gold","Normal","Long"
"Case 3840","Question","Gold","Normal","Long"
"Case 3841","Task","Premium","Normal","Medium"
"Case 3842","Question","Gold","Normal","Long"
"Case 3843","Question","Gold","Normal","Medium"
"Case 3844","Question","Gold","Normal","Medium"
"Case 3845","Question","Gold","High","Short"
"Case 3846","Task","Premium","Normal","Medium"
"Case 3847","Task","Gold","High","Medium"
"Case 3848","Task","Premium","High","Medium"
"Case 3849","Task","Premium","Normal","Long"
"Case 385","Incident","Gold","Normal","Medium"
"Case 3850","Question","Gold","High","Medium"
"Case 3851","Task","Premium","Normal","Medium"
"Case 3852","Task","Premium","Normal","Long"
"Case 3853","Question","Gold","High","Long"
"Case 3854","Question","Gold","Normal","Medium"
"Case 3855","Question","Gold","Normal","Medium"
"Case 3856","Question","Gold","Normal","Long"
"Case 3857","Task","Premium","Normal","Long"
"Case 3858","Question","Gold","Normal","Medium"
"Case 3859","Question","Gold","Normal","Medium"
"Case 386","Question","Premium","Normal","Medium"
"Case 3860","Question","Gold","Normal","Medium"
"Case 3861","Task","Premium","Normal","Short"
"Case 3862","Question","Gold","High","Short"
"Case 3863","Incident","Gold","Normal","Short"
"Case 3864","Task","Premium","High","Long"
"Case 3865","Task","Premium","Normal","Long"
"Case 3866","Question","Gold","Normal","Long"
"Case 3867","Question","Gold","Normal","Medium"
"Case 3868","Incident","Gold","Normal","Medium"
"Case 3869","Task","Premium","Normal","Medium"
"Case 387","Incident","Gold","Normal","Short"
"Case 3870","Task","Premium","Normal","Medium"
"Case 3871","Incident","Premium","Normal","Short"
"Case 3872","Question","Gold","High","Medium"
"Case 3873","Question","Gold","Normal","Short"
"Case 3874","Task","Premium","Normal","Medium"
"Case 3875","Task","Premium","High","Short"
"Case 3876","Incident","Gold","High","Medium"
"Case 3877","Task","Premium","Normal","Short"
"Case 3878","Question","Gold","High","Short"
"Case 3879","Question","Gold","High","Medium"
"Case 388","Task","Premium","High","Short"
"Case 3880","Question","Gold","Normal","Medium"
"Case 3881","Task","Gold","Normal","Medium"
"Case 3882","Incident","Gold","Normal","Medium"
"Case 3883","Question","Gold","Normal","Medium"
"Case 3884","Task","Premium","Normal","Medium"
"Case 3885","Question","Gold","High","Medium"
"Case 3886","Task","Premium","Normal","Long"
"Case 3887","Question","Premium","Normal","Long"
"Case 3888","Task","Premium","Normal","Long"
"Case 3889","Incident","Gold","Normal","Short"
"Case 389","Question","Gold","Urgent","Short"
"Case 3890","Task","Premium","Normal","Short"
"Case 3891","Question","Gold","Normal","Medium"
"Case 3892","Incident","Premium","Normal","Short"
"Case 3893","Incident","Premium","High","Long"
"Case 3894","Task","Premium","Normal","Long"
"Case 3895","Task","Gold","High","Medium"
"Case 3896","Task","Premium","Normal","Short"
"Case 3897","Incident","Premium","Normal","Medium"
"Case 3898","Incident","Gold","Normal","Medium"
"Case 3899","Task","Gold","Normal","Long"
"Case 39","Task","Premium","High","Medium"
"Case 390","Question","Gold","Normal","Medium"
"Case 3900","Question","Gold","Normal","Medium"
"Case 3901","Question","Gold","Normal","Long"
"Case 3902","Question","Gold","Normal","Long"
"Case 3903","Task","Premium","Normal","Medium"
"Case 3904","Question","Premium","Normal","Medium"
"Case 3905","Task","Gold","Normal","Medium"
"Case 3906","Question","Gold","Normal","Short"
"Case 3907","Incident","Premium","Normal","Short"
"Case 3908","Task","Premium","Normal","Short"
"Case 3909","Question","Premium","High","Medium"
"Case 391","Incident","Gold","High","Medium"
"Case 3910","Question","Gold","Normal","Short"
"Case 3911","Question","Premium","High","Long"
"Case 3912","Task","Gold","High","Medium"
"Case 3913","Task","Premium","Normal","Medium"
"Case 3914","Question","Gold","Normal","Medium"
"Case 3915","Incident","Gold","Normal","Long"
"Case 3916","Question","Gold","Normal","Medium"
"Case 3917","Question","Premium","Normal","Medium"
"Case 3918","Task","Gold","Normal","Medium"
"Case 3919","Question","Gold","Normal","Short"
"Case 392","Incident","Gold","High","Medium"
"Case 3920","Task","Premium","Normal","Long"
"Case 3921","Question","Gold","High","Short"
"Case 3922","Question","Gold","Normal","Medium"
"Case 3923","Task","Premium","High","Long"
"Case 3924","Incident","Premium","Normal","Medium"
"Case 3925","Incident","Premium","High","Medium"
"Case 3926","Task","Premium","Normal","Long"
"Case 3927","Question","Gold","High","Medium"
"Case 3928","Task","Premium","Normal","Medium"
"Case 3929","Question","Gold","High","Short"
"Case 393","Task","Gold","Normal","Medium"
"Case 3930","Question","Premium","Normal","Short"
"Case 3931","Question","Gold","Normal","Long"
"Case 3932","Question","Gold","High","Medium"
"Case 3933","Task","Gold","Normal","Medium"
"Case 3934","Incident","Gold","Normal","Short"
"Case 3935","Question","Premium","Normal","Short"
"Case 3936","Question","Gold","Normal","Short"
"Case 3937","Question","Premium","High","Short"
"Case 3938","Incident","Premium","Normal","Long"
"Case 3939","Task","Gold","Normal","Short"
"Case 394","Question","Gold","High","Short"
"Case 3940","Incident","Gold","Normal","Short"
"Case 3941","Question","Gold","Urgent","Medium"
"Case 3942","Incident","Premium","High","Short"
"Case 3943","Question","Premium","High","Medium"
"Case 3944","Incident","Gold","High","Long"
"Case 3945","Question","Gold","High","Long"
"Case 3946","Task","Premium","Normal","Long"
"Case 3947","Question","Premium","Normal","Medium"
"Case 3948","Task","Premium","High","Short"
"Case 3949","Question","Gold","Normal","Long"
"Case 395","Question","Gold","Normal","Short"
"Case 3950","Task","Premium","High","Long"
"Case 3951","Incident","Gold","High","Short"
"Case 3952","Task","Premium","Normal","Medium"
"Case 3953","Incident","Premium","Urgent","Short"
"Case 3954","Question","Premium","High","Long"
"Case 3955","Question","Premium","High","Short"
"Case 3956","Question","Premium","Urgent","Short"
"Case 3957","Incident","Premium","High","Medium"
"Case 3958","Task","Premium","Normal","Medium"
"Case 3959","Task","Premium","Urgent","Medium"
"Case 396","Incident","Premium","High","Medium"
"Case 3960","Task","Premium","Normal","Medium"
"Case 3961","Incident","Gold","Urgent","Long"
"Case 3962","Question","Gold","High","Short"
"Case 3963","Task","Premium","Normal","Medium"
"Case 3964","Task","Gold","Normal","Long"
"Case 3965","Question","Premium","Normal","Long"
"Case 3966","Question","Gold","Normal","Long"
"Case 3967","Question","Gold","High","Short"
"Case 3968","Question","Gold","Normal","Short"
"Case 3969","Task","Premium","Normal","Short"
"Case 397","Question","Gold","Normal","Short"
"Case 3970","Question","Gold","Urgent","Short"
"Case 3971","Task","Gold","Normal","Short"
"Case 3972","Task","Premium","High","Medium"
"Case 3973","Task","Gold","High","Short"
"Case 3974","Task","Premium","High","Short"
"Case 3975","Question","Premium","High","Long"
"Case 3976","Question","Premium","Normal","Medium"
"Case 3977","Task","Premium","Normal","Long"
"Case 3978","Task","Gold","Normal","Medium"
"Case 3979","Task","Premium","Normal","Long"
"Case 398","Task","Premium","Normal","Long"
"Case 3980","Question","Gold","Normal","Short"
"Case 3981","Task","Premium","Normal","Long"
"Case 3982","Task","Premium","Normal","Long"
"Case 3983","Task","Premium","Normal","Medium"
"Case 3984","Task","Premium","Normal","Short"
"Case 3985","Question","Gold","High","Medium"
"Case 3986","Question","Gold","Normal","Medium"
"Case 3987","Question","Gold","Urgent","Medium"
"Case 3988","Question","Gold","Urgent","Short"
"Case 3989","Question","Gold","High","Long"
"Case 399","Question","Gold","Normal","Short"
"Case 3990","Question","Gold","High","Medium"
"Case 3991","Question","Premium","Normal","Medium"
"Case 3992","Task","Premium","Normal","Long"
"Case 3993","Task","Premium","Normal","Long"
"Case 3994","Task","Gold","Normal","Short"
"Case 3995","Question","Gold","Normal","Medium"
